etuus;vuosi;kuukausi;paiva;ikaluokka;sukupuoli;saajat_kaikki
Sairauspäiväraha;2021;3;2021-03-01;yli 54;naiset;9307
Sairauspäiväraha;2021;4;2021-04-01;18-24;kaikki;3880
Sairauspäiväraha;2021;4;2021-04-01;25-34;kaikki;8648
Sairauspäiväraha;2021;4;2021-04-01;35-44;kaikki;9798
Sairauspäiväraha;2021;4;2021-04-01;45-54;kaikki;11786
Sairauspäiväraha;2021;4;2021-04-01;yli 54;kaikki;15338
Sairauspäiväraha;2021;4;2021-04-01;18-24;miehet;1502
Sairauspäiväraha;2021;4;2021-04-01;25-34;miehet;3326
Sairauspäiväraha;2021;4;2021-04-01;35-44;miehet;3835
Sairauspäiväraha;2021;4;2021-04-01;45-54;miehet;4865
Sairauspäiväraha;2021;4;2021-04-01;yli 54;miehet;6757
Sairauspäiväraha;2021;4;2021-04-01;18-24;naiset;2378
Sairauspäiväraha;2021;4;2021-04-01;25-34;naiset;5322
Sairauspäiväraha;2021;4;2021-04-01;35-44;naiset;5963
Sairauspäiväraha;2021;4;2021-04-01;45-54;naiset;6921
Sairauspäiväraha;2021;4;2021-04-01;yli 54;naiset;8581
Sairauspäiväraha;2021;5;2021-05-01;18-24;kaikki;4157
Sairauspäiväraha;2021;5;2021-05-01;25-34;kaikki;9741
Sairauspäiväraha;2021;5;2021-05-01;35-44;kaikki;11050
Sairauspäiväraha;2021;5;2021-05-01;45-54;kaikki;13164
Sairauspäiväraha;2021;5;2021-05-01;yli 54;kaikki;17127
Sairauspäiväraha;2021;5;2021-05-01;18-24;miehet;1534
Sairauspäiväraha;2021;5;2021-05-01;25-34;miehet;3632
Sairauspäiväraha;2021;5;2021-05-01;35-44;miehet;4098
Sairauspäiväraha;2021;5;2021-05-01;45-54;miehet;5144
Sairauspäiväraha;2021;5;2021-05-01;yli 54;miehet;7243
Sairauspäiväraha;2021;5;2021-05-01;18-24;naiset;2623
Sairauspäiväraha;2021;5;2021-05-01;25-34;naiset;6109
Sairauspäiväraha;2021;5;2021-05-01;35-44;naiset;6952
Sairauspäiväraha;2021;5;2021-05-01;45-54;naiset;8020
Sairauspäiväraha;2021;5;2021-05-01;yli 54;naiset;9884
Tartuntatautipäiväraha;2019;1;2019-01-01;18-24;kaikki;0
Tartuntatautipäiväraha;2019;1;2019-01-01;25-34;kaikki;6
Tartuntatautipäiväraha;2019;1;2019-01-01;35-44;kaikki;3
Tartuntatautipäiväraha;2019;1;2019-01-01;45-54;kaikki;2
Tartuntatautipäiväraha;2019;1;2019-01-01;yli 54;kaikki;2
Tartuntatautipäiväraha;2019;1;2019-01-01;18-24;miehet;0
Tartuntatautipäiväraha;2019;1;2019-01-01;25-34;miehet;2
Tartuntatautipäiväraha;2019;1;2019-01-01;35-44;miehet;0
Tartuntatautipäiväraha;2019;1;2019-01-01;45-54;miehet;2
Tartuntatautipäiväraha;2019;1;2019-01-01;yli 54;miehet;1
Tartuntatautipäiväraha;2019;1;2019-01-01;18-24;naiset;0
Tartuntatautipäiväraha;2019;1;2019-01-01;25-34;naiset;4
Tartuntatautipäiväraha;2019;1;2019-01-01;35-44;naiset;3
Tartuntatautipäiväraha;2019;1;2019-01-01;45-54;naiset;0
Tartuntatautipäiväraha;2019;1;2019-01-01;yli 54;naiset;1
Tartuntatautipäiväraha;2019;2;2019-02-01;18-24;kaikki;2
Tartuntatautipäiväraha;2019;2;2019-02-01;25-34;kaikki;6
Tartuntatautipäiväraha;2019;2;2019-02-01;35-44;kaikki;2
Tartuntatautipäiväraha;2019;2;2019-02-01;45-54;kaikki;2
Tartuntatautipäiväraha;2019;2;2019-02-01;yli 54;kaikki;0
Tartuntatautipäiväraha;2019;2;2019-02-01;18-24;miehet;2
Tartuntatautipäiväraha;2019;2;2019-02-01;25-34;miehet;2
Tartuntatautipäiväraha;2019;2;2019-02-01;35-44;miehet;1
Tartuntatautipäiväraha;2019;2;2019-02-01;45-54;miehet;0
Tartuntatautipäiväraha;2019;2;2019-02-01;yli 54;miehet;0
Tartuntatautipäiväraha;2019;2;2019-02-01;18-24;naiset;0
Tartuntatautipäiväraha;2019;2;2019-02-01;25-34;naiset;4
Tartuntatautipäiväraha;2019;2;2019-02-01;35-44;naiset;1
Tartuntatautipäiväraha;2019;2;2019-02-01;45-54;naiset;2
Tartuntatautipäiväraha;2019;2;2019-02-01;yli 54;naiset;0
Tartuntatautipäiväraha;2019;3;2019-03-01;18-24;kaikki;5
Tartuntatautipäiväraha;2019;3;2019-03-01;25-34;kaikki;2
Tartuntatautipäiväraha;2019;3;2019-03-01;35-44;kaikki;4
Tartuntatautipäiväraha;2019;3;2019-03-01;45-54;kaikki;0
Tartuntatautipäiväraha;2019;3;2019-03-01;yli 54;kaikki;1
Tartuntatautipäiväraha;2019;3;2019-03-01;18-24;miehet;3
Tartuntatautipäiväraha;2019;3;2019-03-01;25-34;miehet;0
Tartuntatautipäiväraha;2019;3;2019-03-01;35-44;miehet;1
Tartuntatautipäiväraha;2019;3;2019-03-01;45-54;miehet;0
Tartuntatautipäiväraha;2019;3;2019-03-01;yli 54;miehet;0
Tartuntatautipäiväraha;2019;3;2019-03-01;18-24;naiset;2
Tartuntatautipäiväraha;2019;3;2019-03-01;25-34;naiset;2
Tartuntatautipäiväraha;2019;3;2019-03-01;35-44;naiset;3
Tartuntatautipäiväraha;2019;3;2019-03-01;45-54;naiset;0
Tartuntatautipäiväraha;2019;3;2019-03-01;yli 54;naiset;1
Tartuntatautipäiväraha;2019;4;2019-04-01;18-24;kaikki;3
Tartuntatautipäiväraha;2019;4;2019-04-01;25-34;kaikki;4
Tartuntatautipäiväraha;2019;4;2019-04-01;35-44;kaikki;1
Tartuntatautipäiväraha;2019;4;2019-04-01;45-54;kaikki;4
Tartuntatautipäiväraha;2019;4;2019-04-01;yli 54;kaikki;2
Tartuntatautipäiväraha;2019;4;2019-04-01;18-24;miehet;0
Tartuntatautipäiväraha;2019;4;2019-04-01;25-34;miehet;1
Tartuntatautipäiväraha;2019;4;2019-04-01;35-44;miehet;0
Tartuntatautipäiväraha;2019;4;2019-04-01;45-54;miehet;1
Tartuntatautipäiväraha;2019;4;2019-04-01;yli 54;miehet;0
Tartuntatautipäiväraha;2019;4;2019-04-01;18-24;naiset;3
Tartuntatautipäiväraha;2019;4;2019-04-01;25-34;naiset;3
Tartuntatautipäiväraha;2019;4;2019-04-01;35-44;naiset;1
Tartuntatautipäiväraha;2019;4;2019-04-01;45-54;naiset;3
