"etuus";"vuosi";"kuukausi";"ikaluokka";"sukupuoli";"paiva";"variable";"val"
"Työttömyysturva";"2020";"6";"45-54";"kaikki";"2020-06-01";"aiemmin tukea saaneet";"45706"
"Työttömyysturva";"2020";"6";"yli 54";"kaikki";"2020-06-01";"aiemmin tukea saaneet";"36921"
"Työttömyysturva";"2020";"6";"18-24";"miehet";"2020-06-01";"aiemmin tukea saaneet";"16346"
"Työttömyysturva";"2020";"6";"25-34";"miehet";"2020-06-01";"aiemmin tukea saaneet";"33650"
"Työttömyysturva";"2020";"6";"35-44";"miehet";"2020-06-01";"aiemmin tukea saaneet";"26310"
"Työttömyysturva";"2020";"6";"45-54";"miehet";"2020-06-01";"aiemmin tukea saaneet";"23935"
"Työttömyysturva";"2020";"6";"yli 54";"miehet";"2020-06-01";"aiemmin tukea saaneet";"19670"
"Työttömyysturva";"2020";"6";"18-24";"naiset";"2020-06-01";"aiemmin tukea saaneet";"16377"
"Työttömyysturva";"2020";"6";"25-34";"naiset";"2020-06-01";"aiemmin tukea saaneet";"31626"
"Työttömyysturva";"2020";"6";"35-44";"naiset";"2020-06-01";"aiemmin tukea saaneet";"26850"
"Työttömyysturva";"2020";"6";"45-54";"naiset";"2020-06-01";"aiemmin tukea saaneet";"21771"
"Työttömyysturva";"2020";"6";"yli 54";"naiset";"2020-06-01";"aiemmin tukea saaneet";"17251"
"Työttömyysturva";"2020";"6";"18-24";"kaikki";"2020-06-01";"uudet saajat";"7283"
"Työttömyysturva";"2020";"6";"25-34";"kaikki";"2020-06-01";"uudet saajat";"6716"
"Työttömyysturva";"2020";"6";"35-44";"kaikki";"2020-06-01";"uudet saajat";"3497"
"Työttömyysturva";"2020";"6";"45-54";"kaikki";"2020-06-01";"uudet saajat";"2343"
"Työttömyysturva";"2020";"6";"yli 54";"kaikki";"2020-06-01";"uudet saajat";"1537"
"Työttömyysturva";"2020";"6";"18-24";"miehet";"2020-06-01";"uudet saajat";"3531"
"Työttömyysturva";"2020";"6";"25-34";"miehet";"2020-06-01";"uudet saajat";"3308"
"Työttömyysturva";"2020";"6";"35-44";"miehet";"2020-06-01";"uudet saajat";"1808"
"Työttömyysturva";"2020";"6";"45-54";"miehet";"2020-06-01";"uudet saajat";"1227"
"Työttömyysturva";"2020";"6";"yli 54";"miehet";"2020-06-01";"uudet saajat";"824"
"Työttömyysturva";"2020";"6";"18-24";"naiset";"2020-06-01";"uudet saajat";"3752"
"Työttömyysturva";"2020";"6";"25-34";"naiset";"2020-06-01";"uudet saajat";"3408"
"Työttömyysturva";"2020";"6";"35-44";"naiset";"2020-06-01";"uudet saajat";"1689"
"Työttömyysturva";"2020";"6";"45-54";"naiset";"2020-06-01";"uudet saajat";"1116"
"Työttömyysturva";"2020";"6";"yli 54";"naiset";"2020-06-01";"uudet saajat";"713"
"Yrittäjien työmarkkinatuki";"2020";"6";"18-24";"kaikki";"2020-06-01";"yrittäjien työmarkkinatuen saajat";"917"
"Yrittäjien työmarkkinatuki";"2020";"6";"25-34";"kaikki";"2020-06-01";"yrittäjien työmarkkinatuen saajat";"5085"
"Yrittäjien työmarkkinatuki";"2020";"6";"35-44";"kaikki";"2020-06-01";"yrittäjien työmarkkinatuen saajat";"8177"
"Yrittäjien työmarkkinatuki";"2020";"6";"45-54";"kaikki";"2020-06-01";"yrittäjien työmarkkinatuen saajat";"9167"
"Yrittäjien työmarkkinatuki";"2020";"6";"yli 54";"kaikki";"2020-06-01";"yrittäjien työmarkkinatuen saajat";"8208"
"Yrittäjien työmarkkinatuki";"2020";"6";"18-24";"miehet";"2020-06-01";"yrittäjien työmarkkinatuen saajat";"402"
"Yrittäjien työmarkkinatuki";"2020";"6";"25-34";"miehet";"2020-06-01";"yrittäjien työmarkkinatuen saajat";"2595"
"Yrittäjien työmarkkinatuki";"2020";"6";"35-44";"miehet";"2020-06-01";"yrittäjien työmarkkinatuen saajat";"3975"
"Yrittäjien työmarkkinatuki";"2020";"6";"45-54";"miehet";"2020-06-01";"yrittäjien työmarkkinatuen saajat";"4382"
"Yrittäjien työmarkkinatuki";"2020";"6";"yli 54";"miehet";"2020-06-01";"yrittäjien työmarkkinatuen saajat";"4034"
"Yrittäjien työmarkkinatuki";"2020";"6";"18-24";"naiset";"2020-06-01";"yrittäjien työmarkkinatuen saajat";"515"
"Yrittäjien työmarkkinatuki";"2020";"6";"25-34";"naiset";"2020-06-01";"yrittäjien työmarkkinatuen saajat";"2490"
"Yrittäjien työmarkkinatuki";"2020";"6";"35-44";"naiset";"2020-06-01";"yrittäjien työmarkkinatuen saajat";"4202"
"Yrittäjien työmarkkinatuki";"2020";"6";"45-54";"naiset";"2020-06-01";"yrittäjien työmarkkinatuen saajat";"4785"
"Yrittäjien työmarkkinatuki";"2020";"6";"yli 54";"naiset";"2020-06-01";"yrittäjien työmarkkinatuen saajat";"4174"
"Työttömyysturva";"2020";"7";"18-24";"kaikki";"2020-07-01";"aiemmin tukea saaneet";"34192"
"Työttömyysturva";"2020";"7";"25-34";"kaikki";"2020-07-01";"aiemmin tukea saaneet";"65322"
"Työttömyysturva";"2020";"7";"35-44";"kaikki";"2020-07-01";"aiemmin tukea saaneet";"53372"
"Työttömyysturva";"2020";"7";"45-54";"kaikki";"2020-07-01";"aiemmin tukea saaneet";"46022"
"Työttömyysturva";"2020";"7";"yli 54";"kaikki";"2020-07-01";"aiemmin tukea saaneet";"37458"
"Työttömyysturva";"2020";"7";"18-24";"miehet";"2020-07-01";"aiemmin tukea saaneet";"17616"
"Työttömyysturva";"2020";"7";"25-34";"miehet";"2020-07-01";"aiemmin tukea saaneet";"33617"
"Työttömyysturva";"2020";"7";"35-44";"miehet";"2020-07-01";"aiemmin tukea saaneet";"26306"
"Työttömyysturva";"2020";"7";"45-54";"miehet";"2020-07-01";"aiemmin tukea saaneet";"24073"
"Työttömyysturva";"2020";"7";"yli 54";"miehet";"2020-07-01";"aiemmin tukea saaneet";"19861"
"Työttömyysturva";"2020";"7";"18-24";"naiset";"2020-07-01";"aiemmin tukea saaneet";"16576"
"Työttömyysturva";"2020";"7";"25-34";"naiset";"2020-07-01";"aiemmin tukea saaneet";"31705"
"Työttömyysturva";"2020";"7";"35-44";"naiset";"2020-07-01";"aiemmin tukea saaneet";"27066"
"Työttömyysturva";"2020";"7";"45-54";"naiset";"2020-07-01";"aiemmin tukea saaneet";"21949"
"Työttömyysturva";"2020";"7";"yli 54";"naiset";"2020-07-01";"aiemmin tukea saaneet";"17597"
"Työttömyysturva";"2020";"7";"18-24";"kaikki";"2020-07-01";"uudet saajat";"4843"
"Työttömyysturva";"2020";"7";"25-34";"kaikki";"2020-07-01";"uudet saajat";"4129"
"Työttömyysturva";"2020";"7";"35-44";"kaikki";"2020-07-01";"uudet saajat";"1974"
"Työttömyysturva";"2020";"7";"45-54";"kaikki";"2020-07-01";"uudet saajat";"1276"
"Työttömyysturva";"2020";"7";"yli 54";"kaikki";"2020-07-01";"uudet saajat";"784"
"Työttömyysturva";"2020";"7";"18-24";"miehet";"2020-07-01";"uudet saajat";"2704"
"Työttömyysturva";"2020";"7";"25-34";"miehet";"2020-07-01";"uudet saajat";"1926"
"Työttömyysturva";"2020";"7";"35-44";"miehet";"2020-07-01";"uudet saajat";"945"
"Työttömyysturva";"2020";"7";"45-54";"miehet";"2020-07-01";"uudet saajat";"684"
"Työttömyysturva";"2020";"7";"yli 54";"miehet";"2020-07-01";"uudet saajat";"407"
"Työttömyysturva";"2020";"7";"18-24";"naiset";"2020-07-01";"uudet saajat";"2139"
"Työttömyysturva";"2020";"7";"25-34";"naiset";"2020-07-01";"uudet saajat";"2203"
"Työttömyysturva";"2020";"7";"35-44";"naiset";"2020-07-01";"uudet saajat";"1029"
"Työttömyysturva";"2020";"7";"45-54";"naiset";"2020-07-01";"uudet saajat";"592"
"Työttömyysturva";"2020";"7";"yli 54";"naiset";"2020-07-01";"uudet saajat";"377"
"Yrittäjien työmarkkinatuki";"2020";"7";"18-24";"kaikki";"2020-07-01";"yrittäjien työmarkkinatuen saajat";"800"
"Yrittäjien työmarkkinatuki";"2020";"7";"25-34";"kaikki";"2020-07-01";"yrittäjien työmarkkinatuen saajat";"4669"
"Yrittäjien työmarkkinatuki";"2020";"7";"35-44";"kaikki";"2020-07-01";"yrittäjien työmarkkinatuen saajat";"7793"
"Yrittäjien työmarkkinatuki";"2020";"7";"45-54";"kaikki";"2020-07-01";"yrittäjien työmarkkinatuen saajat";"8850"
"Yrittäjien työmarkkinatuki";"2020";"7";"yli 54";"kaikki";"2020-07-01";"yrittäjien työmarkkinatuen saajat";"8170"
"Yrittäjien työmarkkinatuki";"2020";"7";"18-24";"miehet";"2020-07-01";"yrittäjien työmarkkinatuen saajat";"371"
"Yrittäjien työmarkkinatuki";"2020";"7";"25-34";"miehet";"2020-07-01";"yrittäjien työmarkkinatuen saajat";"2452"
"Yrittäjien työmarkkinatuki";"2020";"7";"35-44";"miehet";"2020-07-01";"yrittäjien työmarkkinatuen saajat";"3854"
"Yrittäjien työmarkkinatuki";"2020";"7";"45-54";"miehet";"2020-07-01";"yrittäjien työmarkkinatuen saajat";"4369"
"Yrittäjien työmarkkinatuki";"2020";"7";"yli 54";"miehet";"2020-07-01";"yrittäjien työmarkkinatuen saajat";"4135"
"Yrittäjien työmarkkinatuki";"2020";"7";"18-24";"naiset";"2020-07-01";"yrittäjien työmarkkinatuen saajat";"429"
"Yrittäjien työmarkkinatuki";"2020";"7";"25-34";"naiset";"2020-07-01";"yrittäjien työmarkkinatuen saajat";"2217"
"Yrittäjien työmarkkinatuki";"2020";"7";"35-44";"naiset";"2020-07-01";"yrittäjien työmarkkinatuen saajat";"3939"
"Yrittäjien työmarkkinatuki";"2020";"7";"45-54";"naiset";"2020-07-01";"yrittäjien työmarkkinatuen saajat";"4481"
"Yrittäjien työmarkkinatuki";"2020";"7";"yli 54";"naiset";"2020-07-01";"yrittäjien työmarkkinatuen saajat";"4035"
"Työttömyysturva";"2020";"8";"18-24";"kaikki";"2020-08-01";"aiemmin tukea saaneet";"31781"
"Työttömyysturva";"2020";"8";"25-34";"kaikki";"2020-08-01";"aiemmin tukea saaneet";"62361"
"Työttömyysturva";"2020";"8";"35-44";"kaikki";"2020-08-01";"aiemmin tukea saaneet";"51562"
"Työttömyysturva";"2020";"8";"45-54";"kaikki";"2020-08-01";"aiemmin tukea saaneet";"44665"
"Työttömyysturva";"2020";"8";"yli 54";"kaikki";"2020-08-01";"aiemmin tukea saaneet";"36597"
"Työttömyysturva";"2020";"8";"18-24";"miehet";"2020-08-01";"aiemmin tukea saaneet";"16723"
"Työttömyysturva";"2020";"8";"25-34";"miehet";"2020-08-01";"aiemmin tukea saaneet";"32071"
"Työttömyysturva";"2020";"8";"35-44";"miehet";"2020-08-01";"aiemmin tukea saaneet";"25217"
"Työttömyysturva";"2020";"8";"45-54";"miehet";"2020-08-01";"aiemmin tukea saaneet";"23342"
"Työttömyysturva";"2020";"8";"yli 54";"miehet";"2020-08-01";"aiemmin tukea saaneet";"19402"
"Työttömyysturva";"2020";"8";"18-24";"naiset";"2020-08-01";"aiemmin tukea saaneet";"15058"
"Työttömyysturva";"2020";"8";"25-34";"naiset";"2020-08-01";"aiemmin tukea saaneet";"30290"
"Työttömyysturva";"2020";"8";"35-44";"naiset";"2020-08-01";"aiemmin tukea saaneet";"26345"
"Työttömyysturva";"2020";"8";"45-54";"naiset";"2020-08-01";"aiemmin tukea saaneet";"21323"
"Työttömyysturva";"2020";"8";"yli 54";"naiset";"2020-08-01";"aiemmin tukea saaneet";"17195"
"Työttömyysturva";"2020";"8";"18-24";"kaikki";"2020-08-01";"uudet saajat";"2200"
"Työttömyysturva";"2020";"8";"25-34";"kaikki";"2020-08-01";"uudet saajat";"2393"
"Työttömyysturva";"2020";"8";"35-44";"kaikki";"2020-08-01";"uudet saajat";"1182"
"Työttömyysturva";"2020";"8";"45-54";"kaikki";"2020-08-01";"uudet saajat";"678"
"Työttömyysturva";"2020";"8";"yli 54";"kaikki";"2020-08-01";"uudet saajat";"420"
"Työttömyysturva";"2020";"8";"18-24";"miehet";"2020-08-01";"uudet saajat";"1178"
"Työttömyysturva";"2020";"8";"25-34";"miehet";"2020-08-01";"uudet saajat";"1099"
"Työttömyysturva";"2020";"8";"35-44";"miehet";"2020-08-01";"uudet saajat";"540"
"Työttömyysturva";"2020";"8";"45-54";"miehet";"2020-08-01";"uudet saajat";"341"
"Työttömyysturva";"2020";"8";"yli 54";"miehet";"2020-08-01";"uudet saajat";"222"
"Työttömyysturva";"2020";"8";"18-24";"naiset";"2020-08-01";"uudet saajat";"1022"
"Työttömyysturva";"2020";"8";"25-34";"naiset";"2020-08-01";"uudet saajat";"1294"
"Työttömyysturva";"2020";"8";"35-44";"naiset";"2020-08-01";"uudet saajat";"642"
"Työttömyysturva";"2020";"8";"45-54";"naiset";"2020-08-01";"uudet saajat";"337"
"Työttömyysturva";"2020";"8";"yli 54";"naiset";"2020-08-01";"uudet saajat";"198"
"Yrittäjien työmarkkinatuki";"2020";"8";"18-24";"kaikki";"2020-08-01";"yrittäjien työmarkkinatuen saajat";"532"
"Yrittäjien työmarkkinatuki";"2020";"8";"25-34";"kaikki";"2020-08-01";"yrittäjien työmarkkinatuen saajat";"3195"
"Yrittäjien työmarkkinatuki";"2020";"8";"35-44";"kaikki";"2020-08-01";"yrittäjien työmarkkinatuen saajat";"5550"
"Yrittäjien työmarkkinatuki";"2020";"8";"45-54";"kaikki";"2020-08-01";"yrittäjien työmarkkinatuen saajat";"6572"
"Yrittäjien työmarkkinatuki";"2020";"8";"yli 54";"kaikki";"2020-08-01";"yrittäjien työmarkkinatuen saajat";"6404"
"Yrittäjien työmarkkinatuki";"2020";"8";"18-24";"miehet";"2020-08-01";"yrittäjien työmarkkinatuen saajat";"281"
"Yrittäjien työmarkkinatuki";"2020";"8";"25-34";"miehet";"2020-08-01";"yrittäjien työmarkkinatuen saajat";"1696"
"Yrittäjien työmarkkinatuki";"2020";"8";"35-44";"miehet";"2020-08-01";"yrittäjien työmarkkinatuen saajat";"2762"
"Yrittäjien työmarkkinatuki";"2020";"8";"45-54";"miehet";"2020-08-01";"yrittäjien työmarkkinatuen saajat";"3288"
"Yrittäjien työmarkkinatuki";"2020";"8";"yli 54";"miehet";"2020-08-01";"yrittäjien työmarkkinatuen saajat";"3333"
"Yrittäjien työmarkkinatuki";"2020";"8";"18-24";"naiset";"2020-08-01";"yrittäjien työmarkkinatuen saajat";"251"
"Yrittäjien työmarkkinatuki";"2020";"8";"25-34";"naiset";"2020-08-01";"yrittäjien työmarkkinatuen saajat";"1499"
"Yrittäjien työmarkkinatuki";"2020";"8";"35-44";"naiset";"2020-08-01";"yrittäjien työmarkkinatuen saajat";"2788"
"Yrittäjien työmarkkinatuki";"2020";"8";"45-54";"naiset";"2020-08-01";"yrittäjien työmarkkinatuen saajat";"3284"
"Yrittäjien työmarkkinatuki";"2020";"8";"yli 54";"naiset";"2020-08-01";"yrittäjien työmarkkinatuen saajat";"3071"
"Työttömyysturva";"2020";"9";"18-24";"kaikki";"2020-09-01";"aiemmin tukea saaneet";"27938"
"Työttömyysturva";"2020";"9";"25-34";"kaikki";"2020-09-01";"aiemmin tukea saaneet";"59942"
"Työttömyysturva";"2020";"9";"35-44";"kaikki";"2020-09-01";"aiemmin tukea saaneet";"50705"
"Työttömyysturva";"2020";"9";"45-54";"kaikki";"2020-09-01";"aiemmin tukea saaneet";"44025"
"Työttömyysturva";"2020";"9";"yli 54";"kaikki";"2020-09-01";"aiemmin tukea saaneet";"36842"
"Työttömyysturva";"2020";"9";"18-24";"miehet";"2020-09-01";"aiemmin tukea saaneet";"15175"
"Työttömyysturva";"2020";"9";"25-34";"miehet";"2020-09-01";"aiemmin tukea saaneet";"31359"
"Työttömyysturva";"2020";"9";"35-44";"miehet";"2020-09-01";"aiemmin tukea saaneet";"25087"
"Työttömyysturva";"2020";"9";"45-54";"miehet";"2020-09-01";"aiemmin tukea saaneet";"23136"
"Työttömyysturva";"2020";"9";"yli 54";"miehet";"2020-09-01";"aiemmin tukea saaneet";"19603"
"Työttömyysturva";"2020";"9";"18-24";"naiset";"2020-09-01";"aiemmin tukea saaneet";"12763"
"Työttömyysturva";"2020";"9";"25-34";"naiset";"2020-09-01";"aiemmin tukea saaneet";"28583"
"Työttömyysturva";"2020";"9";"35-44";"naiset";"2020-09-01";"aiemmin tukea saaneet";"25618"
"Työttömyysturva";"2020";"9";"45-54";"naiset";"2020-09-01";"aiemmin tukea saaneet";"20889"
"Työttömyysturva";"2020";"9";"yli 54";"naiset";"2020-09-01";"aiemmin tukea saaneet";"17239"
"Työttömyysturva";"2020";"9";"18-24";"kaikki";"2020-09-01";"uudet saajat";"2208"
"Työttömyysturva";"2020";"9";"25-34";"kaikki";"2020-09-01";"uudet saajat";"2566"
"Työttömyysturva";"2020";"9";"35-44";"kaikki";"2020-09-01";"uudet saajat";"1217"
"Työttömyysturva";"2020";"9";"45-54";"kaikki";"2020-09-01";"uudet saajat";"611"
"Työttömyysturva";"2020";"9";"yli 54";"kaikki";"2020-09-01";"uudet saajat";"372"
"Työttömyysturva";"2020";"9";"18-24";"miehet";"2020-09-01";"uudet saajat";"1145"
"Työttömyysturva";"2020";"9";"25-34";"miehet";"2020-09-01";"uudet saajat";"1141"
"Työttömyysturva";"2020";"9";"35-44";"miehet";"2020-09-01";"uudet saajat";"500"
"Työttömyysturva";"2020";"9";"45-54";"miehet";"2020-09-01";"uudet saajat";"325"
"Työttömyysturva";"2020";"9";"yli 54";"miehet";"2020-09-01";"uudet saajat";"218"
"Työttömyysturva";"2020";"9";"18-24";"naiset";"2020-09-01";"uudet saajat";"1063"
"Työttömyysturva";"2020";"9";"25-34";"naiset";"2020-09-01";"uudet saajat";"1425"
"Työttömyysturva";"2020";"9";"35-44";"naiset";"2020-09-01";"uudet saajat";"717"
"Työttömyysturva";"2020";"9";"45-54";"naiset";"2020-09-01";"uudet saajat";"286"
"Työttömyysturva";"2020";"9";"yli 54";"naiset";"2020-09-01";"uudet saajat";"154"
"Yrittäjien työmarkkinatuki";"2020";"9";"18-24";"kaikki";"2020-09-01";"yrittäjien työmarkkinatuen saajat";"501"
"Yrittäjien työmarkkinatuki";"2020";"9";"25-34";"kaikki";"2020-09-01";"yrittäjien työmarkkinatuen saajat";"3058"
"Yrittäjien työmarkkinatuki";"2020";"9";"35-44";"kaikki";"2020-09-01";"yrittäjien työmarkkinatuen saajat";"5328"
"Yrittäjien työmarkkinatuki";"2020";"9";"45-54";"kaikki";"2020-09-01";"yrittäjien työmarkkinatuen saajat";"6394"
"Yrittäjien työmarkkinatuki";"2020";"9";"yli 54";"kaikki";"2020-09-01";"yrittäjien työmarkkinatuen saajat";"6342"
"Yrittäjien työmarkkinatuki";"2020";"9";"18-24";"miehet";"2020-09-01";"yrittäjien työmarkkinatuen saajat";"266"
"Yrittäjien työmarkkinatuki";"2020";"9";"25-34";"miehet";"2020-09-01";"yrittäjien työmarkkinatuen saajat";"1625"
"Yrittäjien työmarkkinatuki";"2020";"9";"35-44";"miehet";"2020-09-01";"yrittäjien työmarkkinatuen saajat";"2692"
"Yrittäjien työmarkkinatuki";"2020";"9";"45-54";"miehet";"2020-09-01";"yrittäjien työmarkkinatuen saajat";"3226"
"Yrittäjien työmarkkinatuki";"2020";"9";"yli 54";"miehet";"2020-09-01";"yrittäjien työmarkkinatuen saajat";"3267"
"Yrittäjien työmarkkinatuki";"2020";"9";"18-24";"naiset";"2020-09-01";"yrittäjien työmarkkinatuen saajat";"235"
"Yrittäjien työmarkkinatuki";"2020";"9";"25-34";"naiset";"2020-09-01";"yrittäjien työmarkkinatuen saajat";"1433"
"Yrittäjien työmarkkinatuki";"2020";"9";"35-44";"naiset";"2020-09-01";"yrittäjien työmarkkinatuen saajat";"2636"
"Yrittäjien työmarkkinatuki";"2020";"9";"45-54";"naiset";"2020-09-01";"yrittäjien työmarkkinatuen saajat";"3168"
"Yrittäjien työmarkkinatuki";"2020";"9";"yli 54";"naiset";"2020-09-01";"yrittäjien työmarkkinatuen saajat";"3075"
"Työttömyysturva";"2020";"10";"18-24";"kaikki";"2020-10-01";"aiemmin tukea saaneet";"24855"
"Työttömyysturva";"2020";"10";"25-34";"kaikki";"2020-10-01";"aiemmin tukea saaneet";"58317"
"Työttömyysturva";"2020";"10";"35-44";"kaikki";"2020-10-01";"aiemmin tukea saaneet";"49828"
"Työttömyysturva";"2020";"10";"45-54";"kaikki";"2020-10-01";"aiemmin tukea saaneet";"43515"
"Työttömyysturva";"2020";"10";"yli 54";"kaikki";"2020-10-01";"aiemmin tukea saaneet";"36698"
"Työttömyysturva";"2020";"10";"18-24";"miehet";"2020-10-01";"aiemmin tukea saaneet";"13760"
"Työttömyysturva";"2020";"10";"25-34";"miehet";"2020-10-01";"aiemmin tukea saaneet";"30519"
"Työttömyysturva";"2020";"10";"35-44";"miehet";"2020-10-01";"aiemmin tukea saaneet";"24724"
"Työttömyysturva";"2020";"10";"45-54";"miehet";"2020-10-01";"aiemmin tukea saaneet";"22932"
"Työttömyysturva";"2020";"10";"yli 54";"miehet";"2020-10-01";"aiemmin tukea saaneet";"19585"
"Työttömyysturva";"2020";"10";"18-24";"naiset";"2020-10-01";"aiemmin tukea saaneet";"11095"
"Työttömyysturva";"2020";"10";"25-34";"naiset";"2020-10-01";"aiemmin tukea saaneet";"27798"
"Työttömyysturva";"2020";"10";"35-44";"naiset";"2020-10-01";"aiemmin tukea saaneet";"25104"
"Työttömyysturva";"2020";"10";"45-54";"naiset";"2020-10-01";"aiemmin tukea saaneet";"20583"
"Työttömyysturva";"2020";"10";"yli 54";"naiset";"2020-10-01";"aiemmin tukea saaneet";"17113"
"Työttömyysturva";"2020";"10";"18-24";"kaikki";"2020-10-01";"uudet saajat";"2043"
"Työttömyysturva";"2020";"10";"25-34";"kaikki";"2020-10-01";"uudet saajat";"2128"
"Työttömyysturva";"2020";"10";"35-44";"kaikki";"2020-10-01";"uudet saajat";"1038"
"Työttömyysturva";"2020";"10";"45-54";"kaikki";"2020-10-01";"uudet saajat";"560"
"Työttömyysturva";"2020";"10";"yli 54";"kaikki";"2020-10-01";"uudet saajat";"348"
"Työttömyysturva";"2020";"10";"18-24";"miehet";"2020-10-01";"uudet saajat";"1113"
"Työttömyysturva";"2020";"10";"25-34";"miehet";"2020-10-01";"uudet saajat";"1018"
"Työttömyysturva";"2020";"10";"35-44";"miehet";"2020-10-01";"uudet saajat";"480"
"Työttömyysturva";"2020";"10";"45-54";"miehet";"2020-10-01";"uudet saajat";"292"
"Työttömyysturva";"2020";"10";"yli 54";"miehet";"2020-10-01";"uudet saajat";"192"
"Työttömyysturva";"2020";"10";"18-24";"naiset";"2020-10-01";"uudet saajat";"930"
"Työttömyysturva";"2020";"10";"25-34";"naiset";"2020-10-01";"uudet saajat";"1110"
"Työttömyysturva";"2020";"10";"35-44";"naiset";"2020-10-01";"uudet saajat";"558"
"Työttömyysturva";"2020";"10";"45-54";"naiset";"2020-10-01";"uudet saajat";"268"
"Työttömyysturva";"2020";"10";"yli 54";"naiset";"2020-10-01";"uudet saajat";"156"
"Yrittäjien työmarkkinatuki";"2020";"10";"18-24";"kaikki";"2020-10-01";"yrittäjien työmarkkinatuen saajat";"484"
"Yrittäjien työmarkkinatuki";"2020";"10";"25-34";"kaikki";"2020-10-01";"yrittäjien työmarkkinatuen saajat";"2963"
"Yrittäjien työmarkkinatuki";"2020";"10";"35-44";"kaikki";"2020-10-01";"yrittäjien työmarkkinatuen saajat";"5220"
"Yrittäjien työmarkkinatuki";"2020";"10";"45-54";"kaikki";"2020-10-01";"yrittäjien työmarkkinatuen saajat";"6170"
"Yrittäjien työmarkkinatuki";"2020";"10";"yli 54";"kaikki";"2020-10-01";"yrittäjien työmarkkinatuen saajat";"6335"
"Yrittäjien työmarkkinatuki";"2020";"10";"18-24";"miehet";"2020-10-01";"yrittäjien työmarkkinatuen saajat";"248"
"Yrittäjien työmarkkinatuki";"2020";"10";"25-34";"miehet";"2020-10-01";"yrittäjien työmarkkinatuen saajat";"1610"
"Yrittäjien työmarkkinatuki";"2020";"10";"35-44";"miehet";"2020-10-01";"yrittäjien työmarkkinatuen saajat";"2635"
"Yrittäjien työmarkkinatuki";"2020";"10";"45-54";"miehet";"2020-10-01";"yrittäjien työmarkkinatuen saajat";"3117"
"Yrittäjien työmarkkinatuki";"2020";"10";"yli 54";"miehet";"2020-10-01";"yrittäjien työmarkkinatuen saajat";"3280"
"Yrittäjien työmarkkinatuki";"2020";"10";"18-24";"naiset";"2020-10-01";"yrittäjien työmarkkinatuen saajat";"236"
"Yrittäjien työmarkkinatuki";"2020";"10";"25-34";"naiset";"2020-10-01";"yrittäjien työmarkkinatuen saajat";"1353"
"Yrittäjien työmarkkinatuki";"2020";"10";"35-44";"naiset";"2020-10-01";"yrittäjien työmarkkinatuen saajat";"2585"
"Yrittäjien työmarkkinatuki";"2020";"10";"45-54";"naiset";"2020-10-01";"yrittäjien työmarkkinatuen saajat";"3053"
"Yrittäjien työmarkkinatuki";"2020";"10";"yli 54";"naiset";"2020-10-01";"yrittäjien työmarkkinatuen saajat";"3055"
"Työttömyysturva";"2020";"11";"18-24";"kaikki";"2020-11-01";"aiemmin tukea saaneet";"24397"
"Työttömyysturva";"2020";"11";"25-34";"kaikki";"2020-11-01";"aiemmin tukea saaneet";"57120"
"Työttömyysturva";"2020";"11";"35-44";"kaikki";"2020-11-01";"aiemmin tukea saaneet";"48974"
"Työttömyysturva";"2020";"11";"45-54";"kaikki";"2020-11-01";"aiemmin tukea saaneet";"42477"
"Työttömyysturva";"2020";"11";"yli 54";"kaikki";"2020-11-01";"aiemmin tukea saaneet";"36302"
"Työttömyysturva";"2020";"11";"18-24";"miehet";"2020-11-01";"aiemmin tukea saaneet";"13495"
"Työttömyysturva";"2020";"11";"25-34";"miehet";"2020-11-01";"aiemmin tukea saaneet";"29993"
"Työttömyysturva";"2020";"11";"35-44";"miehet";"2020-11-01";"aiemmin tukea saaneet";"24455"
"Työttömyysturva";"2020";"11";"45-54";"miehet";"2020-11-01";"aiemmin tukea saaneet";"22447"
"Työttömyysturva";"2020";"11";"yli 54";"miehet";"2020-11-01";"aiemmin tukea saaneet";"19426"
"Työttömyysturva";"2020";"11";"18-24";"naiset";"2020-11-01";"aiemmin tukea saaneet";"10902"
"Työttömyysturva";"2020";"11";"25-34";"naiset";"2020-11-01";"aiemmin tukea saaneet";"27127"
"Työttömyysturva";"2020";"11";"35-44";"naiset";"2020-11-01";"aiemmin tukea saaneet";"24519"
"Työttömyysturva";"2020";"11";"45-54";"naiset";"2020-11-01";"aiemmin tukea saaneet";"20030"
"Työttömyysturva";"2020";"11";"yli 54";"naiset";"2020-11-01";"aiemmin tukea saaneet";"16876"
"Työttömyysturva";"2020";"11";"18-24";"kaikki";"2020-11-01";"uudet saajat";"2120"
"Työttömyysturva";"2020";"11";"25-34";"kaikki";"2020-11-01";"uudet saajat";"1819"
"Työttömyysturva";"2020";"11";"35-44";"kaikki";"2020-11-01";"uudet saajat";"899"
"Työttömyysturva";"2020";"11";"45-54";"kaikki";"2020-11-01";"uudet saajat";"477"
"Työttömyysturva";"2020";"11";"yli 54";"kaikki";"2020-11-01";"uudet saajat";"292"
"Työttömyysturva";"2020";"11";"18-24";"miehet";"2020-11-01";"uudet saajat";"1036"
"Työttömyysturva";"2020";"11";"25-34";"miehet";"2020-11-01";"uudet saajat";"876"
"Työttömyysturva";"2020";"11";"35-44";"miehet";"2020-11-01";"uudet saajat";"433"
"Työttömyysturva";"2020";"11";"45-54";"miehet";"2020-11-01";"uudet saajat";"249"
