"alue";"etuus";"vuosi";"kuukausi";"paiva";"variable";"val";"type"
"Satakunta";"Perustoimeentulotuki";"2020";"4";"2020-04-01";"aiemmin tukea saaneet";"5566";"Saajat"
"Satakunta";"Perustoimeentulotuki";"2020";"4";"2020-04-01";"aiemmin tukea saaneet";"3979";"Saajakotitaloudet"
"Uusimaa";"Perustoimeentulotuki";"2020";"4";"2020-04-01";"uudet saajat";"6306";"Saajat"
"Uusimaa";"Perustoimeentulotuki";"2020";"4";"2020-04-01";"uudet saajat";"4286";"Saajakotitaloudet"
"Uusimaa";"Perustoimeentulotuki";"2020";"4";"2020-04-01";"aiemmin tukea saaneet";"85429";"Saajat"
"Uusimaa";"Perustoimeentulotuki";"2020";"4";"2020-04-01";"aiemmin tukea saaneet";"51809";"Saajakotitaloudet"
"Varsinais-Suomi";"Perustoimeentulotuki";"2020";"4";"2020-04-01";"uudet saajat";"1245";"Saajat"
"Varsinais-Suomi";"Perustoimeentulotuki";"2020";"4";"2020-04-01";"uudet saajat";"899";"Saajakotitaloudet"
"Varsinais-Suomi";"Perustoimeentulotuki";"2020";"4";"2020-04-01";"aiemmin tukea saaneet";"16462";"Saajat"
"Varsinais-Suomi";"Perustoimeentulotuki";"2020";"4";"2020-04-01";"aiemmin tukea saaneet";"10562";"Saajakotitaloudet"
"Etelä-Karjala";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"297";"Saajat"
"Etelä-Karjala";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"205";"Saajakotitaloudet"
"Etelä-Karjala";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"4285";"Saajat"
"Etelä-Karjala";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"3006";"Saajakotitaloudet"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"390";"Saajat"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"274";"Saajakotitaloudet"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"4733";"Saajat"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"3203";"Saajakotitaloudet"
"Etelä-Savo";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"255";"Saajat"
"Etelä-Savo";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"198";"Saajakotitaloudet"
"Etelä-Savo";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"4452";"Saajat"
"Etelä-Savo";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"3101";"Saajakotitaloudet"
"Kainuu";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"132";"Saajat"
"Kainuu";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"93";"Saajakotitaloudet"
"Kainuu";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"1956";"Saajat"
"Kainuu";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"1393";"Saajakotitaloudet"
"Kanta-Häme";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"359";"Saajat"
"Kanta-Häme";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"260";"Saajakotitaloudet"
"Kanta-Häme";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"6660";"Saajat"
"Kanta-Häme";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"4446";"Saajakotitaloudet"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"117";"Saajat"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"84";"Saajakotitaloudet"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"1461";"Saajat"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"994";"Saajakotitaloudet"
"Keski-Suomi";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"607";"Saajat"
"Keski-Suomi";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"461";"Saajakotitaloudet"
"Keski-Suomi";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"11349";"Saajat"
"Keski-Suomi";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"7873";"Saajakotitaloudet"
"Kymenlaakso";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"372";"Saajat"
"Kymenlaakso";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"292";"Saajakotitaloudet"
"Kymenlaakso";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"6379";"Saajat"
"Kymenlaakso";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"4331";"Saajakotitaloudet"
"Lappi";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"450";"Saajat"
"Lappi";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"326";"Saajakotitaloudet"
"Lappi";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"4797";"Saajat"
"Lappi";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"3254";"Saajakotitaloudet"
"Pirkanmaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"1469";"Saajat"
"Pirkanmaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"1093";"Saajakotitaloudet"
"Pirkanmaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"22184";"Saajat"
"Pirkanmaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"15050";"Saajakotitaloudet"
"Pohjanmaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"332";"Saajat"
"Pohjanmaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"224";"Saajakotitaloudet"
"Pohjanmaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"4685";"Saajat"
"Pohjanmaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"2699";"Saajakotitaloudet"
"Pohjois-Karjala";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"425";"Saajat"
"Pohjois-Karjala";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"295";"Saajakotitaloudet"
"Pohjois-Karjala";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"6004";"Saajat"
"Pohjois-Karjala";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"4157";"Saajakotitaloudet"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"930";"Saajat"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"683";"Saajakotitaloudet"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"12070";"Saajat"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"8162";"Saajakotitaloudet"
"Pohjois-Savo";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"607";"Saajat"
"Pohjois-Savo";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"446";"Saajakotitaloudet"
"Pohjois-Savo";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"9509";"Saajat"
"Pohjois-Savo";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"6545";"Saajakotitaloudet"
"Päijät-Häme";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"628";"Saajat"
"Päijät-Häme";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"446";"Saajakotitaloudet"
"Päijät-Häme";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"10278";"Saajat"
"Päijät-Häme";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"6897";"Saajakotitaloudet"
"Satakunta";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"391";"Saajat"
"Satakunta";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"285";"Saajakotitaloudet"
"Satakunta";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"5729";"Saajat"
"Satakunta";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"4095";"Saajakotitaloudet"
"Uusimaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"6215";"Saajat"
"Uusimaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"4398";"Saajakotitaloudet"
"Uusimaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"89115";"Saajat"
"Uusimaa";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"53986";"Saajakotitaloudet"
"Varsinais-Suomi";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"1093";"Saajat"
"Varsinais-Suomi";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"uudet saajat";"790";"Saajakotitaloudet"
"Varsinais-Suomi";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"16945";"Saajat"
"Varsinais-Suomi";"Perustoimeentulotuki";"2020";"5";"2020-05-01";"aiemmin tukea saaneet";"10994";"Saajakotitaloudet"
"Etelä-Karjala";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"421";"Saajat"
"Etelä-Karjala";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"357";"Saajakotitaloudet"
"Etelä-Karjala";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"4515";"Saajat"
"Etelä-Karjala";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"3194";"Saajakotitaloudet"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"524";"Saajat"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"422";"Saajakotitaloudet"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"4973";"Saajat"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"3424";"Saajakotitaloudet"
"Etelä-Savo";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"386";"Saajat"
"Etelä-Savo";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"340";"Saajakotitaloudet"
"Etelä-Savo";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"4441";"Saajat"
"Etelä-Savo";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"3123";"Saajakotitaloudet"
"Kainuu";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"185";"Saajat"
"Kainuu";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"167";"Saajakotitaloudet"
"Kainuu";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"2003";"Saajat"
"Kainuu";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"1470";"Saajakotitaloudet"
"Kanta-Häme";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"470";"Saajat"
"Kanta-Häme";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"390";"Saajakotitaloudet"
"Kanta-Häme";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"6774";"Saajat"
"Kanta-Häme";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"4568";"Saajakotitaloudet"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"180";"Saajat"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"143";"Saajakotitaloudet"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"1535";"Saajat"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"1077";"Saajakotitaloudet"
"Keski-Suomi";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"1046";"Saajat"
"Keski-Suomi";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"917";"Saajakotitaloudet"
"Keski-Suomi";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"11896";"Saajat"
"Keski-Suomi";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"8439";"Saajakotitaloudet"
"Kymenlaakso";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"509";"Saajat"
"Kymenlaakso";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"460";"Saajakotitaloudet"
"Kymenlaakso";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"6467";"Saajat"
"Kymenlaakso";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"4479";"Saajakotitaloudet"
"Lappi";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"595";"Saajat"
"Lappi";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"500";"Saajakotitaloudet"
"Lappi";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"5233";"Saajat"
"Lappi";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"3588";"Saajakotitaloudet"
"Pirkanmaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"1855";"Saajat"
"Pirkanmaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"1567";"Saajakotitaloudet"
"Pirkanmaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"23015";"Saajat"
"Pirkanmaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"15929";"Saajakotitaloudet"
"Pohjanmaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"372";"Saajat"
"Pohjanmaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"302";"Saajakotitaloudet"
"Pohjanmaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"4773";"Saajat"
"Pohjanmaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"2866";"Saajakotitaloudet"
"Pohjois-Karjala";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"597";"Saajat"
"Pohjois-Karjala";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"543";"Saajakotitaloudet"
"Pohjois-Karjala";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"6401";"Saajat"
"Pohjois-Karjala";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"4537";"Saajakotitaloudet"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"1518";"Saajat"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"1237";"Saajakotitaloudet"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"12694";"Saajat"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"8861";"Saajakotitaloudet"
"Pohjois-Savo";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"878";"Saajat"
"Pohjois-Savo";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"773";"Saajakotitaloudet"
"Pohjois-Savo";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"9941";"Saajat"
"Pohjois-Savo";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"6911";"Saajakotitaloudet"
"Päijät-Häme";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"679";"Saajat"
"Päijät-Häme";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"600";"Saajakotitaloudet"
"Päijät-Häme";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"10585";"Saajat"
"Päijät-Häme";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"7202";"Saajakotitaloudet"
"Satakunta";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"524";"Saajat"
"Satakunta";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"447";"Saajakotitaloudet"
"Satakunta";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"5914";"Saajat"
"Satakunta";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"4277";"Saajakotitaloudet"
"Uusimaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"6197";"Saajat"
"Uusimaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"5156";"Saajakotitaloudet"
"Uusimaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"94662";"Saajat"
"Uusimaa";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"58351";"Saajakotitaloudet"
"Varsinais-Suomi";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"1385";"Saajat"
"Varsinais-Suomi";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"uudet saajat";"1161";"Saajakotitaloudet"
"Varsinais-Suomi";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"17684";"Saajat"
"Varsinais-Suomi";"Perustoimeentulotuki";"2020";"6";"2020-06-01";"aiemmin tukea saaneet";"11653";"Saajakotitaloudet"
"Etelä-Karjala";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"288";"Saajat"
"Etelä-Karjala";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"224";"Saajakotitaloudet"
"Etelä-Karjala";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"4471";"Saajat"
"Etelä-Karjala";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"3244";"Saajakotitaloudet"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"279";"Saajat"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"218";"Saajakotitaloudet"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"4915";"Saajat"
"Etelä-Pohjanmaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"3426";"Saajakotitaloudet"
"Etelä-Savo";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"242";"Saajat"
"Etelä-Savo";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"208";"Saajakotitaloudet"
"Etelä-Savo";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"4390";"Saajat"
"Etelä-Savo";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"3214";"Saajakotitaloudet"
"Kainuu";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"116";"Saajat"
"Kainuu";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"99";"Saajakotitaloudet"
"Kainuu";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"2014";"Saajat"
"Kainuu";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"1507";"Saajakotitaloudet"
"Kanta-Häme";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"290";"Saajat"
"Kanta-Häme";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"244";"Saajakotitaloudet"
"Kanta-Häme";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"6715";"Saajat"
"Kanta-Häme";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"4645";"Saajakotitaloudet"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"97";"Saajat"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"74";"Saajakotitaloudet"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"1568";"Saajat"
"Keski-Pohjanmaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"1101";"Saajakotitaloudet"
"Keski-Suomi";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"530";"Saajat"
"Keski-Suomi";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"479";"Saajakotitaloudet"
"Keski-Suomi";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"12072";"Saajat"
"Keski-Suomi";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"8742";"Saajakotitaloudet"
"Kymenlaakso";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"332";"Saajat"
"Kymenlaakso";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"289";"Saajakotitaloudet"
"Kymenlaakso";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"6438";"Saajat"
"Kymenlaakso";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"4562";"Saajakotitaloudet"
"Lappi";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"337";"Saajat"
"Lappi";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"253";"Saajakotitaloudet"
"Lappi";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"5290";"Saajat"
"Lappi";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"3689";"Saajakotitaloudet"
"Pirkanmaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"1033";"Saajat"
"Pirkanmaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"854";"Saajakotitaloudet"
"Pirkanmaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"23117";"Saajat"
"Pirkanmaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"16286";"Saajakotitaloudet"
"Pohjanmaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"269";"Saajat"
"Pohjanmaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"198";"Saajakotitaloudet"
"Pohjanmaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"4709";"Saajat"
"Pohjanmaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"2890";"Saajakotitaloudet"
"Pohjois-Karjala";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"358";"Saajat"
"Pohjois-Karjala";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"309";"Saajakotitaloudet"
"Pohjois-Karjala";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"6425";"Saajat"
"Pohjois-Karjala";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"4656";"Saajakotitaloudet"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"793";"Saajat"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"662";"Saajakotitaloudet"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"12854";"Saajat"
"Pohjois-Pohjanmaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"9099";"Saajakotitaloudet"
"Pohjois-Savo";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"466";"Saajat"
"Pohjois-Savo";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"396";"Saajakotitaloudet"
"Pohjois-Savo";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"9851";"Saajat"
"Pohjois-Savo";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"7056";"Saajakotitaloudet"
"Päijät-Häme";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"473";"Saajat"
"Päijät-Häme";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"419";"Saajakotitaloudet"
"Päijät-Häme";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"10684";"Saajat"
"Päijät-Häme";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"7386";"Saajakotitaloudet"
"Satakunta";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"377";"Saajat"
"Satakunta";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"289";"Saajakotitaloudet"
"Satakunta";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"5958";"Saajat"
"Satakunta";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"4366";"Saajakotitaloudet"
"Uusimaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"3939";"Saajat"
"Uusimaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"uudet saajat";"3146";"Saajakotitaloudet"
"Uusimaa";"Perustoimeentulotuki";"2020";"7";"2020-07-01";"aiemmin tukea saaneet";"93982";"Saajat"
