"etuus";"vuosi";"kuukausi";"paiva";"alue";"variable";"val"
"Yrittäjien työmarkkinatuki";"2020";"4";"2020-04-01";"Pohjois-Pohjanmaa";"yrittäjien työmarkkinatuen saajat";"612"
"Yrittäjien työmarkkinatuki";"2020";"4";"2020-04-01";"Pohjois-Savo";"yrittäjien työmarkkinatuen saajat";"636"
"Yrittäjien työmarkkinatuki";"2020";"4";"2020-04-01";"Päijät-Häme";"yrittäjien työmarkkinatuen saajat";"69"
"Yrittäjien työmarkkinatuki";"2020";"4";"2020-04-01";"Satakunta";"yrittäjien työmarkkinatuen saajat";"779"
"Yrittäjien työmarkkinatuki";"2020";"4";"2020-04-01";"Uusimaa";"yrittäjien työmarkkinatuen saajat";"797"
"Yrittäjien työmarkkinatuki";"2020";"4";"2020-04-01";"Varsinais-Suomi";"yrittäjien työmarkkinatuen saajat";"1237"
"Työttömyysturva";"2020";"5";"2020-05-01";"Etelä-Karjala";"aiemmin tukea saaneet";"5241"
"Työttömyysturva";"2020";"5";"2020-05-01";"Etelä-Pohjanmaa";"aiemmin tukea saaneet";"5145"
"Työttömyysturva";"2020";"5";"2020-05-01";"Etelä-Savo";"aiemmin tukea saaneet";"5268"
"Työttömyysturva";"2020";"5";"2020-05-01";"Kainuu";"aiemmin tukea saaneet";"2504"
"Työttömyysturva";"2020";"5";"2020-05-01";"Kanta-Häme";"aiemmin tukea saaneet";"6176"
"Työttömyysturva";"2020";"5";"2020-05-01";"Keski-Pohjanmaa";"aiemmin tukea saaneet";"2120"
"Työttömyysturva";"2020";"5";"2020-05-01";"Keski-Suomi";"aiemmin tukea saaneet";"12240"
"Työttömyysturva";"2020";"5";"2020-05-01";"Kymenlaakso";"aiemmin tukea saaneet";"7603"
"Työttömyysturva";"2020";"5";"2020-05-01";"Lappi";"aiemmin tukea saaneet";"5835"
"Työttömyysturva";"2020";"5";"2020-05-01";"Pirkanmaa";"aiemmin tukea saaneet";"22166"
"Työttömyysturva";"2020";"5";"2020-05-01";"Pohjanmaa";"aiemmin tukea saaneet";"5190"
"Työttömyysturva";"2020";"5";"2020-05-01";"Pohjois-Karjala";"aiemmin tukea saaneet";"8243"
"Työttömyysturva";"2020";"5";"2020-05-01";"Pohjois-Pohjanmaa";"aiemmin tukea saaneet";"16109"
"Työttömyysturva";"2020";"5";"2020-05-01";"Pohjois-Savo";"aiemmin tukea saaneet";"8958"
"Työttömyysturva";"2020";"5";"2020-05-01";"Päijät-Häme";"aiemmin tukea saaneet";"9518"
"Työttömyysturva";"2020";"5";"2020-05-01";"Satakunta";"aiemmin tukea saaneet";"7689"
"Työttömyysturva";"2020";"5";"2020-05-01";"Uusimaa";"aiemmin tukea saaneet";"69637"
"Työttömyysturva";"2020";"5";"2020-05-01";"Varsinais-Suomi";"aiemmin tukea saaneet";"17279"
"Työttömyysturva";"2020";"5";"2020-05-01";"Etelä-Karjala";"uudet saajat";"493"
"Työttömyysturva";"2020";"5";"2020-05-01";"Etelä-Pohjanmaa";"uudet saajat";"477"
"Työttömyysturva";"2020";"5";"2020-05-01";"Etelä-Savo";"uudet saajat";"383"
"Työttömyysturva";"2020";"5";"2020-05-01";"Kainuu";"uudet saajat";"177"
"Työttömyysturva";"2020";"5";"2020-05-01";"Kanta-Häme";"uudet saajat";"473"
"Työttömyysturva";"2020";"5";"2020-05-01";"Keski-Pohjanmaa";"uudet saajat";"165"
"Työttömyysturva";"2020";"5";"2020-05-01";"Keski-Suomi";"uudet saajat";"997"
"Työttömyysturva";"2020";"5";"2020-05-01";"Kymenlaakso";"uudet saajat";"570"
"Työttömyysturva";"2020";"5";"2020-05-01";"Lappi";"uudet saajat";"601"
"Työttömyysturva";"2020";"5";"2020-05-01";"Pirkanmaa";"uudet saajat";"1954"
"Työttömyysturva";"2020";"5";"2020-05-01";"Pohjanmaa";"uudet saajat";"622"
"Työttömyysturva";"2020";"5";"2020-05-01";"Pohjois-Karjala";"uudet saajat";"470"
"Työttömyysturva";"2020";"5";"2020-05-01";"Pohjois-Pohjanmaa";"uudet saajat";"1239"
"Työttömyysturva";"2020";"5";"2020-05-01";"Pohjois-Savo";"uudet saajat";"803"
"Työttömyysturva";"2020";"5";"2020-05-01";"Päijät-Häme";"uudet saajat";"858"
"Työttömyysturva";"2020";"5";"2020-05-01";"Satakunta";"uudet saajat";"676"
"Työttömyysturva";"2020";"5";"2020-05-01";"Uusimaa";"uudet saajat";"13093"
"Työttömyysturva";"2020";"5";"2020-05-01";"Varsinais-Suomi";"uudet saajat";"2118"
"Yrittäjien työmarkkinatuki";"2020";"5";"2020-05-01";"Etelä-Karjala";"yrittäjien työmarkkinatuen saajat";"749"
"Yrittäjien työmarkkinatuki";"2020";"5";"2020-05-01";"Etelä-Pohjanmaa";"yrittäjien työmarkkinatuen saajat";"934"
"Yrittäjien työmarkkinatuki";"2020";"5";"2020-05-01";"Etelä-Savo";"yrittäjien työmarkkinatuen saajat";"800"
"Yrittäjien työmarkkinatuki";"2020";"5";"2020-05-01";"Kainuu";"yrittäjien työmarkkinatuen saajat";"336"
"Yrittäjien työmarkkinatuki";"2020";"5";"2020-05-01";"Kanta-Häme";"yrittäjien työmarkkinatuen saajat";"831"
"Yrittäjien työmarkkinatuki";"2020";"5";"2020-05-01";"Keski-Pohjanmaa";"yrittäjien työmarkkinatuen saajat";"359"
"Yrittäjien työmarkkinatuki";"2020";"5";"2020-05-01";"Keski-Suomi";"yrittäjien työmarkkinatuen saajat";"1743"
"Yrittäjien työmarkkinatuki";"2020";"5";"2020-05-01";"Kymenlaakso";"yrittäjien työmarkkinatuen saajat";"925"
"Yrittäjien työmarkkinatuki";"2020";"5";"2020-05-01";"Lappi";"yrittäjien työmarkkinatuen saajat";"1258"
"Yrittäjien työmarkkinatuki";"2020";"5";"2020-05-01";"Pirkanmaa";"yrittäjien työmarkkinatuen saajat";"2882"
"Yrittäjien työmarkkinatuki";"2020";"5";"2020-05-01";"Pohjanmaa";"yrittäjien työmarkkinatuen saajat";"744"
"Yrittäjien työmarkkinatuki";"2020";"5";"2020-05-01";"Pohjois-Karjala";"yrittäjien työmarkkinatuen saajat";"776"
"Yrittäjien työmarkkinatuki";"2020";"5";"2020-05-01";"Pohjois-Pohjanmaa";"yrittäjien työmarkkinatuen saajat";"1909"
"Yrittäjien työmarkkinatuki";"2020";"5";"2020-05-01";"Pohjois-Savo";"yrittäjien työmarkkinatuen saajat";"1391"
"Yrittäjien työmarkkinatuki";"2020";"5";"2020-05-01";"Päijät-Häme";"yrittäjien työmarkkinatuen saajat";"876"
"Yrittäjien työmarkkinatuki";"2020";"5";"2020-05-01";"Satakunta";"yrittäjien työmarkkinatuen saajat";"1301"
"Yrittäjien työmarkkinatuki";"2020";"5";"2020-05-01";"Uusimaa";"yrittäjien työmarkkinatuen saajat";"10515"
"Yrittäjien työmarkkinatuki";"2020";"5";"2020-05-01";"Varsinais-Suomi";"yrittäjien työmarkkinatuen saajat";"3171"
"Työttömyysturva";"2020";"6";"2020-06-01";"Etelä-Karjala";"aiemmin tukea saaneet";"5525"
"Työttömyysturva";"2020";"6";"2020-06-01";"Etelä-Pohjanmaa";"aiemmin tukea saaneet";"5282"
"Työttömyysturva";"2020";"6";"2020-06-01";"Etelä-Savo";"aiemmin tukea saaneet";"5412"
"Työttömyysturva";"2020";"6";"2020-06-01";"Kainuu";"aiemmin tukea saaneet";"2567"
"Työttömyysturva";"2020";"6";"2020-06-01";"Kanta-Häme";"aiemmin tukea saaneet";"6431"
"Työttömyysturva";"2020";"6";"2020-06-01";"Keski-Pohjanmaa";"aiemmin tukea saaneet";"2161"
"Työttömyysturva";"2020";"6";"2020-06-01";"Keski-Suomi";"aiemmin tukea saaneet";"12838"
"Työttömyysturva";"2020";"6";"2020-06-01";"Kymenlaakso";"aiemmin tukea saaneet";"7858"
"Työttömyysturva";"2020";"6";"2020-06-01";"Lappi";"aiemmin tukea saaneet";"6147"
"Työttömyysturva";"2020";"6";"2020-06-01";"Pirkanmaa";"aiemmin tukea saaneet";"23362"
"Työttömyysturva";"2020";"6";"2020-06-01";"Pohjanmaa";"aiemmin tukea saaneet";"5532"
"Työttömyysturva";"2020";"6";"2020-06-01";"Pohjois-Karjala";"aiemmin tukea saaneet";"8483"
"Työttömyysturva";"2020";"6";"2020-06-01";"Pohjois-Pohjanmaa";"aiemmin tukea saaneet";"16598"
"Työttömyysturva";"2020";"6";"2020-06-01";"Pohjois-Savo";"aiemmin tukea saaneet";"9401"
"Työttömyysturva";"2020";"6";"2020-06-01";"Päijät-Häme";"aiemmin tukea saaneet";"10096"
"Työttömyysturva";"2020";"6";"2020-06-01";"Satakunta";"aiemmin tukea saaneet";"8045"
"Työttömyysturva";"2020";"6";"2020-06-01";"Uusimaa";"aiemmin tukea saaneet";"79250"
"Työttömyysturva";"2020";"6";"2020-06-01";"Varsinais-Suomi";"aiemmin tukea saaneet";"18676"
"Työttömyysturva";"2020";"6";"2020-06-01";"Etelä-Karjala";"uudet saajat";"414"
"Työttömyysturva";"2020";"6";"2020-06-01";"Etelä-Pohjanmaa";"uudet saajat";"543"
"Työttömyysturva";"2020";"6";"2020-06-01";"Etelä-Savo";"uudet saajat";"362"
"Työttömyysturva";"2020";"6";"2020-06-01";"Kainuu";"uudet saajat";"187"
"Työttömyysturva";"2020";"6";"2020-06-01";"Kanta-Häme";"uudet saajat";"501"
"Työttömyysturva";"2020";"6";"2020-06-01";"Keski-Pohjanmaa";"uudet saajat";"188"
"Työttömyysturva";"2020";"6";"2020-06-01";"Keski-Suomi";"uudet saajat";"932"
"Työttömyysturva";"2020";"6";"2020-06-01";"Kymenlaakso";"uudet saajat";"540"
"Työttömyysturva";"2020";"6";"2020-06-01";"Lappi";"uudet saajat";"540"
"Työttömyysturva";"2020";"6";"2020-06-01";"Pirkanmaa";"uudet saajat";"1939"
"Työttömyysturva";"2020";"6";"2020-06-01";"Pohjanmaa";"uudet saajat";"698"
"Työttömyysturva";"2020";"6";"2020-06-01";"Pohjois-Karjala";"uudet saajat";"488"
"Työttömyysturva";"2020";"6";"2020-06-01";"Pohjois-Pohjanmaa";"uudet saajat";"1349"
"Työttömyysturva";"2020";"6";"2020-06-01";"Pohjois-Savo";"uudet saajat";"685"
"Työttömyysturva";"2020";"6";"2020-06-01";"Päijät-Häme";"uudet saajat";"725"
"Työttömyysturva";"2020";"6";"2020-06-01";"Satakunta";"uudet saajat";"700"
"Työttömyysturva";"2020";"6";"2020-06-01";"Uusimaa";"uudet saajat";"8580"
"Työttömyysturva";"2020";"6";"2020-06-01";"Varsinais-Suomi";"uudet saajat";"1878"
"Yrittäjien työmarkkinatuki";"2020";"6";"2020-06-01";"Etelä-Karjala";"yrittäjien työmarkkinatuen saajat";"723"
"Yrittäjien työmarkkinatuki";"2020";"6";"2020-06-01";"Etelä-Pohjanmaa";"yrittäjien työmarkkinatuen saajat";"903"
"Yrittäjien työmarkkinatuki";"2020";"6";"2020-06-01";"Etelä-Savo";"yrittäjien työmarkkinatuen saajat";"704"
"Yrittäjien työmarkkinatuki";"2020";"6";"2020-06-01";"Kainuu";"yrittäjien työmarkkinatuen saajat";"297"
"Yrittäjien työmarkkinatuki";"2020";"6";"2020-06-01";"Kanta-Häme";"yrittäjien työmarkkinatuen saajat";"835"
"Yrittäjien työmarkkinatuki";"2020";"6";"2020-06-01";"Keski-Pohjanmaa";"yrittäjien työmarkkinatuen saajat";"326"
"Yrittäjien työmarkkinatuki";"2020";"6";"2020-06-01";"Keski-Suomi";"yrittäjien työmarkkinatuen saajat";"1579"
"Yrittäjien työmarkkinatuki";"2020";"6";"2020-06-01";"Kymenlaakso";"yrittäjien työmarkkinatuen saajat";"875"
"Yrittäjien työmarkkinatuki";"2020";"6";"2020-06-01";"Lappi";"yrittäjien työmarkkinatuen saajat";"1122"
"Yrittäjien työmarkkinatuki";"2020";"6";"2020-06-01";"Pirkanmaa";"yrittäjien työmarkkinatuen saajat";"3093"
"Yrittäjien työmarkkinatuki";"2020";"6";"2020-06-01";"Pohjanmaa";"yrittäjien työmarkkinatuen saajat";"689"
"Yrittäjien työmarkkinatuki";"2020";"6";"2020-06-01";"Pohjois-Karjala";"yrittäjien työmarkkinatuen saajat";"728"
"Yrittäjien työmarkkinatuki";"2020";"6";"2020-06-01";"Pohjois-Pohjanmaa";"yrittäjien työmarkkinatuen saajat";"1722"
"Yrittäjien työmarkkinatuki";"2020";"6";"2020-06-01";"Pohjois-Savo";"yrittäjien työmarkkinatuen saajat";"1263"
"Yrittäjien työmarkkinatuki";"2020";"6";"2020-06-01";"Päijät-Häme";"yrittäjien työmarkkinatuen saajat";"1104"
"Yrittäjien työmarkkinatuki";"2020";"6";"2020-06-01";"Satakunta";"yrittäjien työmarkkinatuen saajat";"1221"
"Yrittäjien työmarkkinatuki";"2020";"6";"2020-06-01";"Uusimaa";"yrittäjien työmarkkinatuen saajat";"11309"
"Yrittäjien työmarkkinatuki";"2020";"6";"2020-06-01";"Varsinais-Suomi";"yrittäjien työmarkkinatuen saajat";"3042"
"Työttömyysturva";"2020";"7";"2020-07-01";"Etelä-Karjala";"aiemmin tukea saaneet";"5562"
"Työttömyysturva";"2020";"7";"2020-07-01";"Etelä-Pohjanmaa";"aiemmin tukea saaneet";"5252"
"Työttömyysturva";"2020";"7";"2020-07-01";"Etelä-Savo";"aiemmin tukea saaneet";"5354"
"Työttömyysturva";"2020";"7";"2020-07-01";"Kainuu";"aiemmin tukea saaneet";"2564"
"Työttömyysturva";"2020";"7";"2020-07-01";"Kanta-Häme";"aiemmin tukea saaneet";"6511"
"Työttömyysturva";"2020";"7";"2020-07-01";"Keski-Pohjanmaa";"aiemmin tukea saaneet";"2199"
"Työttömyysturva";"2020";"7";"2020-07-01";"Keski-Suomi";"aiemmin tukea saaneet";"12987"
"Työttömyysturva";"2020";"7";"2020-07-01";"Kymenlaakso";"aiemmin tukea saaneet";"7910"
"Työttömyysturva";"2020";"7";"2020-07-01";"Lappi";"aiemmin tukea saaneet";"6225"
"Työttömyysturva";"2020";"7";"2020-07-01";"Pirkanmaa";"aiemmin tukea saaneet";"23731"
"Työttömyysturva";"2020";"7";"2020-07-01";"Pohjanmaa";"aiemmin tukea saaneet";"5730"
"Työttömyysturva";"2020";"7";"2020-07-01";"Pohjois-Karjala";"aiemmin tukea saaneet";"8546"
"Työttömyysturva";"2020";"7";"2020-07-01";"Pohjois-Pohjanmaa";"aiemmin tukea saaneet";"16689"
"Työttömyysturva";"2020";"7";"2020-07-01";"Pohjois-Savo";"aiemmin tukea saaneet";"9384"
"Työttömyysturva";"2020";"7";"2020-07-01";"Päijät-Häme";"aiemmin tukea saaneet";"10236"
"Työttömyysturva";"2020";"7";"2020-07-01";"Satakunta";"aiemmin tukea saaneet";"8154"
"Työttömyysturva";"2020";"7";"2020-07-01";"Uusimaa";"aiemmin tukea saaneet";"80384"
"Työttömyysturva";"2020";"7";"2020-07-01";"Varsinais-Suomi";"aiemmin tukea saaneet";"18772"
"Työttömyysturva";"2020";"7";"2020-07-01";"Etelä-Karjala";"uudet saajat";"287"
"Työttömyysturva";"2020";"7";"2020-07-01";"Etelä-Pohjanmaa";"uudet saajat";"300"
"Työttömyysturva";"2020";"7";"2020-07-01";"Etelä-Savo";"uudet saajat";"244"
"Työttömyysturva";"2020";"7";"2020-07-01";"Kainuu";"uudet saajat";"130"
"Työttömyysturva";"2020";"7";"2020-07-01";"Kanta-Häme";"uudet saajat";"316"
"Työttömyysturva";"2020";"7";"2020-07-01";"Keski-Pohjanmaa";"uudet saajat";"122"
"Työttömyysturva";"2020";"7";"2020-07-01";"Keski-Suomi";"uudet saajat";"670"
"Työttömyysturva";"2020";"7";"2020-07-01";"Kymenlaakso";"uudet saajat";"358"
"Työttömyysturva";"2020";"7";"2020-07-01";"Lappi";"uudet saajat";"362"
"Työttömyysturva";"2020";"7";"2020-07-01";"Pirkanmaa";"uudet saajat";"1275"
"Työttömyysturva";"2020";"7";"2020-07-01";"Pohjanmaa";"uudet saajat";"392"
"Työttömyysturva";"2020";"7";"2020-07-01";"Pohjois-Karjala";"uudet saajat";"355"
"Työttömyysturva";"2020";"7";"2020-07-01";"Pohjois-Pohjanmaa";"uudet saajat";"875"
"Työttömyysturva";"2020";"7";"2020-07-01";"Pohjois-Savo";"uudet saajat";"428"
"Työttömyysturva";"2020";"7";"2020-07-01";"Päijät-Häme";"uudet saajat";"357"
"Työttömyysturva";"2020";"7";"2020-07-01";"Satakunta";"uudet saajat";"382"
"Työttömyysturva";"2020";"7";"2020-07-01";"Uusimaa";"uudet saajat";"5025"
"Työttömyysturva";"2020";"7";"2020-07-01";"Varsinais-Suomi";"uudet saajat";"1069"
"Yrittäjien työmarkkinatuki";"2020";"7";"2020-07-01";"Etelä-Karjala";"yrittäjien työmarkkinatuen saajat";"674"
"Yrittäjien työmarkkinatuki";"2020";"7";"2020-07-01";"Etelä-Pohjanmaa";"yrittäjien työmarkkinatuen saajat";"891"
"Yrittäjien työmarkkinatuki";"2020";"7";"2020-07-01";"Etelä-Savo";"yrittäjien työmarkkinatuen saajat";"647"
"Yrittäjien työmarkkinatuki";"2020";"7";"2020-07-01";"Kainuu";"yrittäjien työmarkkinatuen saajat";"283"
"Yrittäjien työmarkkinatuki";"2020";"7";"2020-07-01";"Kanta-Häme";"yrittäjien työmarkkinatuen saajat";"824"
"Yrittäjien työmarkkinatuki";"2020";"7";"2020-07-01";"Keski-Pohjanmaa";"yrittäjien työmarkkinatuen saajat";"316"
"Yrittäjien työmarkkinatuki";"2020";"7";"2020-07-01";"Keski-Suomi";"yrittäjien työmarkkinatuen saajat";"1472"
"Yrittäjien työmarkkinatuki";"2020";"7";"2020-07-01";"Kymenlaakso";"yrittäjien työmarkkinatuen saajat";"802"
"Yrittäjien työmarkkinatuki";"2020";"7";"2020-07-01";"Lappi";"yrittäjien työmarkkinatuen saajat";"1068"
"Yrittäjien työmarkkinatuki";"2020";"7";"2020-07-01";"Pirkanmaa";"yrittäjien työmarkkinatuen saajat";"2939"
"Yrittäjien työmarkkinatuki";"2020";"7";"2020-07-01";"Pohjanmaa";"yrittäjien työmarkkinatuen saajat";"698"
"Yrittäjien työmarkkinatuki";"2020";"7";"2020-07-01";"Pohjois-Karjala";"yrittäjien työmarkkinatuen saajat";"741"
"Yrittäjien työmarkkinatuki";"2020";"7";"2020-07-01";"Pohjois-Pohjanmaa";"yrittäjien työmarkkinatuen saajat";"1675"
"Yrittäjien työmarkkinatuki";"2020";"7";"2020-07-01";"Pohjois-Savo";"yrittäjien työmarkkinatuen saajat";"1200"
"Yrittäjien työmarkkinatuki";"2020";"7";"2020-07-01";"Päijät-Häme";"yrittäjien työmarkkinatuen saajat";"996"
"Yrittäjien työmarkkinatuki";"2020";"7";"2020-07-01";"Satakunta";"yrittäjien työmarkkinatuen saajat";"1174"
"Yrittäjien työmarkkinatuki";"2020";"7";"2020-07-01";"Uusimaa";"yrittäjien työmarkkinatuen saajat";"10990"
"Yrittäjien työmarkkinatuki";"2020";"7";"2020-07-01";"Varsinais-Suomi";"yrittäjien työmarkkinatuen saajat";"2875"
"Työttömyysturva";"2020";"8";"2020-08-01";"Etelä-Karjala";"aiemmin tukea saaneet";"5353"
"Työttömyysturva";"2020";"8";"2020-08-01";"Etelä-Pohjanmaa";"aiemmin tukea saaneet";"4979"
"Työttömyysturva";"2020";"8";"2020-08-01";"Etelä-Savo";"aiemmin tukea saaneet";"5077"
"Työttömyysturva";"2020";"8";"2020-08-01";"Kainuu";"aiemmin tukea saaneet";"2469"
"Työttömyysturva";"2020";"8";"2020-08-01";"Kanta-Häme";"aiemmin tukea saaneet";"6358"
"Työttömyysturva";"2020";"8";"2020-08-01";"Keski-Pohjanmaa";"aiemmin tukea saaneet";"2102"
"Työttömyysturva";"2020";"8";"2020-08-01";"Keski-Suomi";"aiemmin tukea saaneet";"12571"
"Työttömyysturva";"2020";"8";"2020-08-01";"Kymenlaakso";"aiemmin tukea saaneet";"7628"
"Työttömyysturva";"2020";"8";"2020-08-01";"Lappi";"aiemmin tukea saaneet";"5912"
"Työttömyysturva";"2020";"8";"2020-08-01";"Pirkanmaa";"aiemmin tukea saaneet";"23136"
"Työttömyysturva";"2020";"8";"2020-08-01";"Pohjanmaa";"aiemmin tukea saaneet";"5509"
"Työttömyysturva";"2020";"8";"2020-08-01";"Pohjois-Karjala";"aiemmin tukea saaneet";"8247"
"Työttömyysturva";"2020";"8";"2020-08-01";"Pohjois-Pohjanmaa";"aiemmin tukea saaneet";"16021"
"Työttömyysturva";"2020";"8";"2020-08-01";"Pohjois-Savo";"aiemmin tukea saaneet";"9024"
"Työttömyysturva";"2020";"8";"2020-08-01";"Päijät-Häme";"aiemmin tukea saaneet";"9744"
"Työttömyysturva";"2020";"8";"2020-08-01";"Satakunta";"aiemmin tukea saaneet";"7811"
"Työttömyysturva";"2020";"8";"2020-08-01";"Uusimaa";"aiemmin tukea saaneet";"76876"
"Työttömyysturva";"2020";"8";"2020-08-01";"Varsinais-Suomi";"aiemmin tukea saaneet";"17957"
"Työttömyysturva";"2020";"8";"2020-08-01";"Etelä-Karjala";"uudet saajat";"137"
"Työttömyysturva";"2020";"8";"2020-08-01";"Etelä-Pohjanmaa";"uudet saajat";"158"
"Työttömyysturva";"2020";"8";"2020-08-01";"Etelä-Savo";"uudet saajat";"116"
"Työttömyysturva";"2020";"8";"2020-08-01";"Kainuu";"uudet saajat";"58"
"Työttömyysturva";"2020";"8";"2020-08-01";"Kanta-Häme";"uudet saajat";"183"
"Työttömyysturva";"2020";"8";"2020-08-01";"Keski-Pohjanmaa";"uudet saajat";"57"
"Työttömyysturva";"2020";"8";"2020-08-01";"Keski-Suomi";"uudet saajat";"339"
"Työttömyysturva";"2020";"8";"2020-08-01";"Kymenlaakso";"uudet saajat";"159"
"Työttömyysturva";"2020";"8";"2020-08-01";"Lappi";"uudet saajat";"157"
"Työttömyysturva";"2020";"8";"2020-08-01";"Pirkanmaa";"uudet saajat";"680"
"Työttömyysturva";"2020";"8";"2020-08-01";"Pohjanmaa";"uudet saajat";"201"
"Työttömyysturva";"2020";"8";"2020-08-01";"Pohjois-Karjala";"uudet saajat";"186"
"Työttömyysturva";"2020";"8";"2020-08-01";"Pohjois-Pohjanmaa";"uudet saajat";"398"
"Työttömyysturva";"2020";"8";"2020-08-01";"Pohjois-Savo";"uudet saajat";"228"
"Työttömyysturva";"2020";"8";"2020-08-01";"Päijät-Häme";"uudet saajat";"239"
"Työttömyysturva";"2020";"8";"2020-08-01";"Satakunta";"uudet saajat";"194"
"Työttömyysturva";"2020";"8";"2020-08-01";"Uusimaa";"uudet saajat";"2764"
"Työttömyysturva";"2020";"8";"2020-08-01";"Varsinais-Suomi";"uudet saajat";"585"
"Yrittäjien työmarkkinatuki";"2020";"8";"2020-08-01";"Etelä-Karjala";"yrittäjien työmarkkinatuen saajat";"514"
"Yrittäjien työmarkkinatuki";"2020";"8";"2020-08-01";"Etelä-Pohjanmaa";"yrittäjien työmarkkinatuen saajat";"678"
"Yrittäjien työmarkkinatuki";"2020";"8";"2020-08-01";"Etelä-Savo";"yrittäjien työmarkkinatuen saajat";"442"
"Yrittäjien työmarkkinatuki";"2020";"8";"2020-08-01";"Kainuu";"yrittäjien työmarkkinatuen saajat";"207"
"Yrittäjien työmarkkinatuki";"2020";"8";"2020-08-01";"Kanta-Häme";"yrittäjien työmarkkinatuen saajat";"584"
"Yrittäjien työmarkkinatuki";"2020";"8";"2020-08-01";"Keski-Pohjanmaa";"yrittäjien työmarkkinatuen saajat";"232"
"Yrittäjien työmarkkinatuki";"2020";"8";"2020-08-01";"Keski-Suomi";"yrittäjien työmarkkinatuen saajat";"1071"
"Yrittäjien työmarkkinatuki";"2020";"8";"2020-08-01";"Kymenlaakso";"yrittäjien työmarkkinatuen saajat";"638"
"Yrittäjien työmarkkinatuki";"2020";"8";"2020-08-01";"Lappi";"yrittäjien työmarkkinatuen saajat";"829"
"Yrittäjien työmarkkinatuki";"2020";"8";"2020-08-01";"Pirkanmaa";"yrittäjien työmarkkinatuen saajat";"1889"
"Yrittäjien työmarkkinatuki";"2020";"8";"2020-08-01";"Pohjanmaa";"yrittäjien työmarkkinatuen saajat";"497"
"Yrittäjien työmarkkinatuki";"2020";"8";"2020-08-01";"Pohjois-Karjala";"yrittäjien työmarkkinatuen saajat";"557"
"Yrittäjien työmarkkinatuki";"2020";"8";"2020-08-01";"Pohjois-Pohjanmaa";"yrittäjien työmarkkinatuen saajat";"1236"
"Yrittäjien työmarkkinatuki";"2020";"8";"2020-08-01";"Pohjois-Savo";"yrittäjien työmarkkinatuen saajat";"898"
"Yrittäjien työmarkkinatuki";"2020";"8";"2020-08-01";"Päijät-Häme";"yrittäjien työmarkkinatuen saajat";"738"
"Yrittäjien työmarkkinatuki";"2020";"8";"2020-08-01";"Satakunta";"yrittäjien työmarkkinatuen saajat";"870"
"Yrittäjien työmarkkinatuki";"2020";"8";"2020-08-01";"Uusimaa";"yrittäjien työmarkkinatuen saajat";"8517"
"Yrittäjien työmarkkinatuki";"2020";"8";"2020-08-01";"Varsinais-Suomi";"yrittäjien työmarkkinatuen saajat";"1842"
"Työttömyysturva";"2020";"9";"2020-09-01";"Etelä-Karjala";"aiemmin tukea saaneet";"5192"
"Työttömyysturva";"2020";"9";"2020-09-01";"Etelä-Pohjanmaa";"aiemmin tukea saaneet";"4881"
"Työttömyysturva";"2020";"9";"2020-09-01";"Etelä-Savo";"aiemmin tukea saaneet";"4950"
"Työttömyysturva";"2020";"9";"2020-09-01";"Kainuu";"aiemmin tukea saaneet";"2334"
"Työttömyysturva";"2020";"9";"2020-09-01";"Kanta-Häme";"aiemmin tukea saaneet";"6141"
"Työttömyysturva";"2020";"9";"2020-09-01";"Keski-Pohjanmaa";"aiemmin tukea saaneet";"2035"
"Työttömyysturva";"2020";"9";"2020-09-01";"Keski-Suomi";"aiemmin tukea saaneet";"12115"
"Työttömyysturva";"2020";"9";"2020-09-01";"Kymenlaakso";"aiemmin tukea saaneet";"7478"
"Työttömyysturva";"2020";"9";"2020-09-01";"Lappi";"aiemmin tukea saaneet";"5746"
"Työttömyysturva";"2020";"9";"2020-09-01";"Pirkanmaa";"aiemmin tukea saaneet";"22273"
"Työttömyysturva";"2020";"9";"2020-09-01";"Pohjanmaa";"aiemmin tukea saaneet";"5327"
"Työttömyysturva";"2020";"9";"2020-09-01";"Pohjois-Karjala";"aiemmin tukea saaneet";"8009"
"Työttömyysturva";"2020";"9";"2020-09-01";"Pohjois-Pohjanmaa";"aiemmin tukea saaneet";"15324"
"Työttömyysturva";"2020";"9";"2020-09-01";"Pohjois-Savo";"aiemmin tukea saaneet";"8798"
"Työttömyysturva";"2020";"9";"2020-09-01";"Päijät-Häme";"aiemmin tukea saaneet";"9482"
"Työttömyysturva";"2020";"9";"2020-09-01";"Satakunta";"aiemmin tukea saaneet";"7583"
"Työttömyysturva";"2020";"9";"2020-09-01";"Uusimaa";"aiemmin tukea saaneet";"74171"
"Työttömyysturva";"2020";"9";"2020-09-01";"Varsinais-Suomi";"aiemmin tukea saaneet";"17460"
"Työttömyysturva";"2020";"9";"2020-09-01";"Etelä-Karjala";"uudet saajat";"133"
"Työttömyysturva";"2020";"9";"2020-09-01";"Etelä-Pohjanmaa";"uudet saajat";"170"
"Työttömyysturva";"2020";"9";"2020-09-01";"Etelä-Savo";"uudet saajat";"142"
"Työttömyysturva";"2020";"9";"2020-09-01";"Kainuu";"uudet saajat";"72"
"Työttömyysturva";"2020";"9";"2020-09-01";"Kanta-Häme";"uudet saajat";"195"
"Työttömyysturva";"2020";"9";"2020-09-01";"Keski-Pohjanmaa";"uudet saajat";"72"
